RouteID,VehicleCount,AverageSpeed,MaximumSpeed,MinimumSpeed,AverageLatitude,AverageLongitude,AverageBearing
4989,3,0.0,0.0,0.0,53.96140670776367,-1.0696996847788494,216.33333333333334
15553,4,0.0,0.0,0.0,51.100096702575684,-3.0382270216941833,4.0
18164,4,0.0,0.0,0.0,52.99606704711914,-0.4123074933886528,94.25
348796,11,0.0,0.0,0.0,51.4412165555087,-0.0166068179956214,208.63636363636363
104881,1,0.0,0.0,0.0,51.75870895385742,-0.320125013589859,239.0
131116,4,0.0,0.0,0.0,52.58791160583496,-0.23342899605631828,144.0
2898255,7,0.0,0.0,0.0,51.699136461530415,-0.36424185761383604,56.857142857142854
5107585,1,0.0,0.0,0.0,51.30175018310547,-2.2086329460144043,190.0
122916,1,0.0,0.0,0.0,52.22004699707031,-2.223781108856201,105.0
114135,1,0.0,0.0,0.0,52.617366790771484,1.2763129472732544,62.0
133009,2,0.0,0.0,0.0,51.26588821411133,-1.084876000881195,186.0
8154230,5,0.0,0.0,0.0,53.537774658203126,-3.0268831729888914,153.6
4256788,1,0.0,0.0,0.0,54.0504150390625,-2.800386905670166,270.0
114944,1,0.0,0.0,0.0,51.694156646728516,-0.20475800335407257,289.0
82029,1,0.0,0.0,0.0,53.55427932739258,-2.4114530086517334,263.0
117929,2,0.0,0.0,0.0,55.35714912414551,-1.6052014827728271,217.5
132108,6,0.0,0.0,0.0,43.08583196004232,-1.169968803723653,124.0
12019787,15,0.0,0.0,0.0,51.47790730794271,-0.12179393271605174,105.0
8290346,3,0.0,0.0,0.0,51.49630610148112,-0.13507767021656036,225.0
59025,5,0.0,0.0,0.0,53.45295791625976,-2.98936243057251,91.6
179,4,0.0,0.0,0.0,53.30849266052246,-3.632177233695984,146.5
91077,1,0.0,0.0,0.0,53.142677307128906,-1.1996220350265503,240.0
6013,1,0.0,0.0,0.0,51.248291015625,-0.5452499985694885,0.0
